Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,SMA_5,SMA_20,SMA_50,Returns,Log_Returns,Volatility_20
2020-09-28 00:00:00-04:00,182.3709259033203,183.7096528216704,180.63233000893382,181.1712890504982,2342066,0.0,0.0,,,,,,
2020-09-29 00:00:00-04:00,183.4314727783203,184.50071269522124,182.0405870847322,182.55348170161176,1944785,0.0,0.0,,,,0.005815328675592868,0.005798484921552931,
2020-09-30 00:00:00-04:00,187.1868438720703,188.3169355973394,183.54446797363912,184.08344193235226,3705706,0.0,0.0,,,,0.020472883071098735,0.02026613071588996,
2020-10-01 00:00:00-04:00,186.61312866210938,190.09902855442493,185.83074704080101,188.64729095279813,2349624,0.0,0.0,,,,-0.003064933400731107,-0.0030696399283626514,
2020-10-02 00:00:00-04:00,184.72674560546875,187.09994007339168,183.79659569598644,184.47465980816864,1616537,0.0,0.0,184.8658233642578,,,-0.010108522750594928,-0.010159960802091429,
2020-10-05 00:00:00-04:00,189.81214904785156,190.05555665536082,186.50011184702558,186.50011184702558,1401878,0.0,0.0,186.35406799316405,,,0.02752932947372977,0.027157211480846443,
2020-10-06 00:00:00-04:00,189.71652221679688,191.95062637544123,188.73421363277438,190.24680306926658,2232763,0.0,0.0,187.61107788085937,,,-0.0005037972096852972,-0.0005039241581388488,
2020-10-07 00:00:00-04:00,193.01116943359375,194.09779545738556,190.69011924953986,190.8292092957666,1970278,0.0,0.0,188.77594299316405,,,0.01736615861549451,0.017217090238310133,
2020-10-08 00:00:00-04:00,191.86367797851562,193.74137865418047,191.194322088428,193.5588229671508,2425990,0.0,0.0,189.8260528564453,,,-0.0059452075154279305,-0.0059629506208765315,
2020-10-09 00:00:00-04:00,196.5144500732422,196.61007447758388,192.2635555309318,192.6373600206312,1826345,0.0,0.0,192.18359375,,,0.024239981969111035,0.023950856551622327,
2020-10-12 00:00:00-04:00,196.2449951171875,197.7488914865387,195.68863485574653,197.14037245058765,2130792,0.0,0.0,193.47016296386718,,,-0.0013711712088055883,-0.0013721121242499796,
2020-10-13 00:00:00-04:00,196.1319580078125,196.4275243568717,195.05402510889218,195.08879762054622,1855447,0.0,0.0,194.7532501220703,,,-0.0005759999601900878,-0.0005761659118956676,
2020-10-14 00:00:00-04:00,196.94044494628906,197.50549837831645,194.90628251570556,196.33194082800173,2019233,0.0,0.0,195.5391052246094,,,0.00412215809544092,0.0041136852779735346,
2020-10-15 00:00:00-04:00,195.9580841064453,196.27972982062644,191.8375866010231,193.897842834911,1945349,0.0,0.0,196.3579864501953,,,-0.00498811120342324,-0.005000593355654383,
2020-10-16 00:00:00-04:00,197.72280883789062,199.46140470150303,196.46232010371133,196.80133717007848,2972393,0.0,0.0,196.599658203125,,,0.009005623521439965,0.008965314717130047,
2020-10-19 00:00:00-04:00,194.57591247558594,198.81811421529736,193.20241316123872,198.41823031195364,2575788,0.0,0.0,196.26584167480468,,,-0.015915697236957516,-0.01604371205997441,
2020-10-20 00:00:00-04:00,197.357666015625,199.07019718224328,194.34118067762537,194.73237141774592,2624292,0.0,0.0,196.5109832763672,,,0.014296494898298873,0.014195263708442145,
2020-10-21 00:00:00-04:00,196.94044494628906,199.72221653309342,196.64489349804765,198.86161165282465,4243649,0.0,0.0,196.5109832763672,,,-0.002114035283042437,-0.0021162730099433826,
2020-10-22 00:00:00-04:00,203.39932250976562,204.80759426483223,196.2710474179339,197.14034524411096,3094330,0.0,0.0,197.99923095703124,,,0.03279609511006276,0.03226977966598197,
2020-10-23 00:00:00-04:00,202.2518310546875,205.63341268868493,201.0956600856767,204.45116233776366,2559432,0.0,0.0,198.90503540039063,193.13852767944337,,-0.005641569701015259,-0.005657543461747176,
2020-10-26 00:00:00-04:00,204.20777893066406,204.39033462563336,200.99136633493737,201.17392202990663,2689378,0.0,0.0,200.83140869140624,194.23037033081056,,0.009670853736041929,0.009624390350275572,0.013324315373601668
2020-10-27 00:00:00-04:00,208.4412841796875,209.075867575325,205.00754343103995,205.00754343103995,3687319,0.0,0.0,203.04813232421876,195.4808609008789,,0.020731361318321095,0.020519391259820743,0.013738908769519394
2020-10-28 00:00:00-04:00,201.7650604248047,207.4763864734121,200.92184185274843,206.0246488559032,3208822,0.0,0.0,204.01305541992187,196.20977172851562,,-0.032029277602835915,-0.032553437620438226,0.015791144324659848
2020-10-29 00:00:00-04:00,200.00039672851562,202.8951640400087,198.48780711864967,201.92154847311892,2491865,0.0,0.0,203.33327026367186,196.87913513183594,,-0.008746131230916165,-0.00878460312106508,0.015972609562943732
2020-10-30 00:00:00-04:00,199.53961181640625,200.68708969581292,195.94070188158253,199.07019788894897,2930882,0.0,0.0,202.79082641601562,197.61977844238282,,-0.002303919990393033,-0.002306578097549727,0.01571353687005338
2020-11-02 00:00:00-05:00,202.0605926513672,204.48594536913455,199.80040936086516,202.00843388486234,2831618,0.0,0.0,202.36138916015625,198.2322006225586,,0.012633986866128932,0.01255484395064467,0.014868991139353608
2020-11-03 00:00:00-05:00,204.077392578125,205.74645834195667,202.40834177664922,204.39034521428516,1871690,0.0,0.0,201.48861083984374,198.950244140625,,0.009981164067144777,0.009931681240794625,0.014914947135345356
2020-11-04 00:00:00-05:00,209.0845489501953,213.40498853152792,207.41549835592596,208.16309237603056,3420886,0.0,0.0,202.95250854492187,199.75391311645507,,0.024535575983280378,0.024239413309411668,0.015339277318863186
2020-11-05 00:00:00-05:00,208.92811584472656,214.75243738096665,208.40652811206803,214.75243738096665,3823130,0.0,0.0,204.73805236816406,200.6071350097656,,-0.0007481810887232099,-0.0007484611158766971,0.015203228083683448
2020-11-06 00:00:00-05:00,213.37893676757812,215.3696333445288,208.43260631374415,210.78841430148015,2643242,0.0,0.0,207.50591735839845,201.45035934448242,,0.021303120955531663,0.02107938146284157,0.015014309862326432
2020-11-09 00:00:00-05:00,203.2254638671875,215.8651224323936,202.9472837694983,213.58755280727266,4380926,0.0,0.0,207.7388916015625,201.79938278198242,,-0.0475842323249096,-0.048753608778743525,0.0189596737981751
2020-11-10 00:00:00-05:00,196.3579864501953,203.6340450033805,195.42783669209305,202.69520211704963,7031050,0.0,0.0,206.19501037597655,201.81068420410156,,-0.03379240615969381,-0.03437656740161084,0.02057590835762326
2020-11-11 00:00:00-05:00,202.6691131591797,204.190380602612,196.5839984983876,198.1748109643635,4396944,0.0,0.0,204.91192321777345,202.09711761474608,,0.03214092191042672,0.03163520997574827,0.021771759088935076
2020-11-12 00:00:00-05:00,202.53872680664062,204.7119789497792,201.28693129791483,202.5561130631834,2612448,0.0,0.0,203.63404541015626,202.42614974975587,,-0.0006433459470297498,-0.0006435529828353895,0.021723539025543383
2020-11-13 00:00:00-05:00,204.00782775878906,205.39869820230766,203.32976382927922,204.28599287008075,2804208,0.0,0.0,201.75982360839845,202.7404006958008,,0.007253432345069255,0.007227252723195168,0.021696801157796285
2020-11-16 00:00:00-05:00,199.63526916503906,205.45089767010836,198.91375441842882,205.45089767010836,2426102,0.0,0.0,201.04178466796876,202.99336853027344,,-0.021433288329112288,-0.021666316983130263,0.021967192048200673
2020-11-17 00:00:00-05:00,199.3744659423828,201.73896700120446,198.00096658342153,198.7485756443915,2707313,0.0,0.0,201.64508056640625,203.09420852661134,,-0.0013063985324188732,-0.001307252614910739,0.021765526212976158
2020-11-18 00:00:00-05:00,195.33226013183594,200.26120519545296,193.9587604976123,199.70484485253357,3241646,0.0,0.0,200.1777099609375,203.01379928588867,,-0.020274440818891182,-0.02048278818843477,0.02226375488144071
2020-11-19 00:00:00-05:00,196.31451416015625,197.51415085271424,192.3070270695773,194.8366973737055,3125124,0.0,0.0,198.93286743164063,202.6595588684082,,0.005028631868885247,0.00501603052699957,0.020925147560753407
2020-11-20 00:00:00-05:00,196.25369262695312,197.80105467626885,194.82803438754422,196.17545446344158,2654297,0.0,0.0,197.38204040527344,202.3596519470215,,-0.0003098167930339901,-0.0003098647961716545,0.020904380613689245
2020-11-23 00:00:00-05:00,192.1853485107422,198.03574956675777,190.17726561901927,197.33162107400037,3152647,0.0,0.0,195.89205627441407,201.7585304260254,,-0.02073002582399408,-0.02094790922169768,0.02116868614684995
2020-11-24 00:00:00-05:00,189.73388671875,193.3327967128306,188.38646688260854,193.28933107416944,4445335,0.0,0.0,193.9639404296875,200.82316055297852,,-0.012755716348768154,-0.012837769005621396,0.020522762999076443
2020-11-25 00:00:00-05:00,188.82984924316406,188.9689393110739,184.65719209293897,186.5870518228313,3616255,0.0,0.0,192.66345825195313,200.1763999938965,,-0.004764765489287837,-0.0047761531718627185,0.019475942842383763
2020-11-27 00:00:00-05:00,188.4473419189453,189.9860107541515,186.90868804609508,189.681751246159,1587322,0.0,0.0,191.09002380371095,199.59874725341797,,-0.002025671925025896,-0.0020277263732941136,0.019431794972754896
2020-11-30 00:00:00-05:00,195.2713165283203,195.42779280129187,190.3858394105037,190.820480761962,3744396,0.0,0.0,190.89354858398437,199.38533248901368,,0.03621157263290087,0.03557134367521349,0.02130109323320236
