Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA_5,SMA_20,SMA_50,Returns,Log_Returns,Volatility_20
2020-09-28 00:00:00-04:00,35.1562344279769,35.24204281689305,35.09616790105955,35.233463287353516,5801100,0.0,0.0,0.0,,,,,,
2020-09-29 00:00:00-04:00,35.20771818037895,35.31069217521765,35.044680931954645,35.181976318359375,6711100,0.0,0.0,0.0,,,,-0.001461308772692238,-0.0014623775256691024,
2020-09-30 00:00:00-04:00,35.104748047756765,35.319272297198786,34.976032188739445,35.096168518066406,12413000,0.0,0.0,0.0,,,,-0.0024389704409013557,-0.0024419495743051747,
2020-10-01 00:00:00-04:00,35.26778028930483,35.31926728027434,35.096163532832726,35.30210494995117,7829500,0.0,0.0,0.0,,,,0.005867775332192071,0.005850626987573765,
2020-10-02 00:00:00-04:00,34.86447728405495,35.30210525423864,34.83873215165838,35.224876403808594,10670800,0.0,0.0,0.0,35.20771789550781,,,-0.002187647061048237,-0.002190043456496292,
2020-10-05 00:00:00-04:00,35.53378941726977,35.78263828230564,35.516627087952166,35.77405548095703,5014000,0.0,0.0,0.0,35.315836334228514,,,0.015590660158826264,0.015470374428417479,
2020-10-06 00:00:00-04:00,35.782643642728694,35.84271016764878,35.32785003113075,35.40507888793945,7800200,0.0,0.0,0.0,35.36045684814453,,,-0.010314083434403654,-0.010367642184178157,
2020-10-07 00:00:00-04:00,35.70540999049096,35.791218365029394,35.611018814470896,35.7397346496582,7758800,0.0,0.0,0.0,35.48917007446289,,,0.00945219647096307,0.009407803980355024,
2020-10-08 00:00:00-04:00,35.91135375187685,36.01432773612608,35.85987003313212,36.00574493408203,10005300,0.0,0.0,0.0,35.62989807128906,,,0.007442984315116474,0.007415421986851023,
2020-10-09 00:00:00-04:00,36.17737193469888,36.280342665397974,36.10872587202632,36.24602127075195,5498600,0.0,0.0,0.0,35.834127044677736,,,0.006673277753586504,0.006651110001991182,
2020-10-12 00:00:00-04:00,36.31465880260052,36.46911649905513,36.28033414263733,36.426212310791016,3945200,0.0,0.0,0.0,35.96455841064453,,,0.004971332955224561,0.004959016681547865,
