Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,Capital Gains,SMA_5,SMA_20,SMA_50,Returns,Log_Returns,Volatility_20
2020-10-30 00:00:00-04:00,155.86431884765625,157.50705395730225,154.02556869319557,156.70435077189214,3990400,0.0,0.0,0.0,158.58602905273438,163.00042343139648,,-0.010605357346262445,-0.010661994945721903,0.012860378408188105
2020-11-02 00:00:00-05:00,157.48837280273438,158.49641959526454,156.0229813373248,157.54437302862382,3741600,0.0,0.0,0.0,157.67131958007812,162.77967987060546,,0.01041966478976808,0.010365754245760242,0.012374304156272263
2020-11-03 00:00:00-05:00,160.51251220703125,161.43655865512414,158.99110628278413,159.3271218782567,4096000,0.0,0.0,0.0,157.4921142578125,162.81001358032228,,0.019202302687353567,0.019020265141837526,0.012893593073845348
2020-11-04 00:00:00-05:00,164.0126495361328,166.00074276358617,162.11789950179028,162.55658687350225,3632100,0.0,0.0,0.0,159.08257751464845,162.87581634521484,,0.02180600926977605,0.021571658959878292,0.013231291004103229
2020-11-05 00:00:00-05:00,167.40086364746094,168.08222362008598,166.5234885977422,166.76616104550789,3678100,0.0,0.0,0.0,161.0557434082031,163.0396255493164,,0.020658248744293894,0.02044776105880662,0.013874197621841472
2020-11-06 00:00:00-05:00,167.3168182373047,167.82084877577398,166.21544243620528,167.24214651893243,3222100,0.0,0.0,0.0,163.34624328613282,163.1301628112793,,-0.0005020607918322373,-0.0005021868665514665,0.013768922591983337
2020-11-09 00:00:00-05:00,169.30491638183594,175.0265105579041,169.05290110577025,175.0265105579041,5549800,0.0,0.0,0.0,165.7095520019531,163.1973648071289,,0.011882237335588908,0.01181219782501329,0.013623869186323082
2020-11-10 00:00:00-05:00,169.02490234375,169.5849331301174,167.1581520454246,168.95023062275604,5609200,0.0,0.0,0.0,167.4120300292969,163.29490509033204,,-0.0016539037617455676,-0.0016552729704733603,0.013567098853295994
2020-11-11 00:00:00-05:00,170.39695739746094,170.7143015159842,169.491582403541,170.27561407595397,2878800,0.0,0.0,0.0,168.6888916015625,163.51658096313477,,0.00811747283794051,0.008084703372688622,0.013549753613976324
2020-11-12 00:00:00-05:00,168.7168731689453,170.24760771989153,167.72749786972284,169.82759178522565,3325700,0.0,0.0,0.0,168.95209350585938,163.6514533996582,,-0.009859825281954615,-0.00990875525221952,0.01378197043499398
2020-11-13 00:00:00-05:00,171.10633850097656,171.4050111415913,169.4822606207028,169.76227601277404,4769900,0.0,0.0,0.0,169.70999755859376,163.92073287963868,,0.014162574774833292,0.01406322247018168,0.014076644388198856
2020-11-16 00:00:00-05:00,173.19705200195312,173.243723597499,171.82498969749733,173.1783805153005,6214800,0.0,0.0,0.0,170.4884246826172,164.4130874633789,,0.012218796330357051,0.012144749404476962,0.013735156666598643
2020-11-17 00:00:00-05:00,172.8050994873047,173.31845874187235,171.37703644234696,172.45041232193492,5733100,0.0,0.0,0.0,171.2444641113281,164.8573760986328,,-0.0022630437996370434,-0.0022656083531183676,0.013784984634913218
2020-11-18 00:00:00-05:00,170.97561645507812,173.37439691212344,170.9662878327626,173.0943815787705,3281900,0.0,0.0,0.0,171.36019592285157,165.23819122314453,,-0.010586973634773789,-0.010643414351178018,0.014044170363369019
2020-11-19 00:00:00-05:00,171.9276885986328,172.06770340733036,170.07028128593845,170.8076413399205,3038500,0.0,0.0,0.0,172.00235900878906,165.60874099731444,,0.00556846738321215,0.005553020784769157,0.014021480793289152
2020-11-20 00:00:00-05:00,171.02235412597656,171.89972919644546,170.95702526018474,171.89972919644546,2785700,0.0,0.0,0.0,171.98556213378907,165.9069580078125,,-0.005265786331658084,-0.005279699448329661,0.014119834695406206
2020-11-23 00:00:00-05:00,172.42236328125,172.86105067957718,171.15297268565544,172.0116759941205,4390900,0.0,0.0,0.0,171.83062438964845,166.42498016357422,,0.008186117905043977,0.008152793383979723,0.01336193172545606
2020-11-24 00:00:00-05:00,175.0918426513672,175.30652919229397,173.23443520002664,173.87845209628298,5378100,0.0,0.0,0.0,172.28797302246093,167.1091453552246,,0.015482210771945004,0.015363584181217116,0.013518508549944954
2020-11-25 00:00:00-05:00,175.0264892578125,175.17581843825786,174.13978582954854,174.96114616960236,3459400,0.0,0.0,0.0,173.0981475830078,168.05745315551758,,-0.0003732520748257473,-0.00037332175071974887,0.010382123096864789
2020-11-27 00:00:00-05:00,175.6425323486328,175.8198759093721,175.17584476444512,175.59587498395388,1742500,0.0,0.0,0.0,173.84111633300782,168.96282806396485,,0.003519713464131158,0.003513533768955405,0.01035712107277113
2020-11-30 00:00:00-05:00,174.26113891601562,175.595872796093,173.17842031606853,175.53052969887696,3721800,0.0,0.0,0.0,174.48887329101564,169.8826690673828,,-0.007864800251656923,-0.007895890915017691,0.01014878230418091
2020-12-01 00:00:00-05:00,176.47323608398438,177.15459591566508,176.08120601089135,176.56656504819927,3867300,0.0,0.0,0.0,175.2990478515625,170.8319122314453,,0.012694150754029243,0.012614255447281163,0.010217638837761334
2020-12-02 00:00:00-05:00,176.62258911132812,176.67858934584933,175.28786938132095,175.88522895317305,3831400,0.0,0.0,0.0,175.60519714355468,171.63741607666014,,0.0008463211230096412,0.0008459631952216771,0.009760482630052341
2020-12-03 00:00:00-05:00,176.9772491455078,177.62128022820744,176.42656126749665,176.7065766393887,4408600,0.0,0.0,0.0,175.99534912109374,172.2856460571289,,0.0020080106172384315,0.0020059972586986548,0.008916560463703508
2020-12-04 00:00:00-05:00,178.7506866455078,178.7506866455078,177.33196653856436,177.3412951637581,4401400,0.0,0.0,0.0,176.61697998046876,172.85313720703124,,0.010020708924805888,0.00997083452891271,0.008144974496046564
2020-12-07 00:00:00-05:00,178.55465698242188,178.74132915137764,177.919954517364,178.55465698242188,4319700,0.0,0.0,0.0,177.47568359375,173.4150291442871,166.79543701171875,-0.0010966652311367175,-0.0010972670084570505,0.008160717682337093
2020-12-08 00:00:00-05:00,179.3293914794922,179.5720639174976,177.90132848525542,177.938657228727,3449000,0.0,0.0,0.0,178.04691467285156,173.91625289916993,167.20873565673827,0.004338920698923943,0.004329534722718303,0.00791312769886137
2020-12-09 00:00:00-05:00,177.56527709960938,179.80537155377996,176.88390304930337,179.71202835061735,4470500,0.0,0.0,0.0,178.2354522705078,174.3432716369629,167.60448669433595,-0.009837285262212836,-0.009885991037853356,0.008360462228297248
2020-12-10 00:00:00-05:00,177.82662963867188,178.19064536125785,176.13722297123002,176.71591098093745,3223500,0.0,0.0,0.0,178.40532836914062,174.71475524902343,167.98175689697266,0.001471867379318148,0.0014707852442364105,0.00825690339309147
2020-12-11 00:00:00-05:00,177.50929260253906,177.68663617318626,176.0345722872296,176.9306045233119,3463000,0.0,0.0,0.0,178.15704956054688,175.1543762207031,168.32617279052735,-0.001784530454058575,-0.0017861246253764586,0.00782384262919756
2020-12-14 00:00:00-05:00,177.0052490234375,179.3853583180991,176.94924879756815,178.91867077962323,3530500,0.0,0.0,0.0,177.84716796875,175.44932174682617,168.68552215576173,-0.0028395334785664694,-0.002843572601716729,0.007411004738261932
2020-12-15 00:00:00-05:00,179.4320526123047,179.4600527287804,177.69597417993393,178.45200580912882,3226100,0.0,0.0,0.0,177.8677001953125,175.76107177734374,169.03609832763672,0.013710348152137897,0.01361721165256172,0.00752876185359285
2020-12-16 00:00:00-05:00,179.68405151367188,180.13208185628065,179.10536345718768,179.64672277287534,2983900,0.0,0.0,0.0,178.291455078125,176.10501937866212,169.43166259765624,0.0014044252278140323,0.001403439945099821,0.007469102442804985
2020-12-17 00:00:00-05:00,181.0934600830078,181.0934600830078,180.33742845062758,180.53342926678343,4132800,0.0,0.0,0.0,178.9448211669922,176.61091156005858,169.79959991455078,0.007843815616705996,0.00781321281929098,0.006956362680815104
2020-12-18 00:00:00-05:00,180.5801239013672,181.5134992193079,179.40407612794561,181.42949885881575,4542100,0.0,0.0,0.0,179.55898742675782,177.0435333251953,170.12870880126954,-0.0028346478188959745,-0.002838673041549892,0.007040078583088543
2020-12-21 00:00:00-05:00,180.05743408203125,180.46812149629415,177.1733077984717,178.83471470731567,5011900,0.0,0.0,0.0,180.16942443847657,177.49528732299805,170.41973602294922,-0.002894503603405596,-0.0028987007800792735,0.006921709618427732
2020-12-22 00:00:00-05:00,180.09475708007812,180.58944483814952,179.40406848920375,180.43077274991685,4336000,0.0,0.0,0.0,180.30196533203124,177.87890701293946,170.6624136352539,0.00020728384938473177,0.00020726236905592278,0.0068118689587012725
2020-12-23 00:00:00-05:00,180.4027862548828,181.28016136139715,180.29078577053716,180.74813057640023,3451400,0.0,0.0,0.0,180.44571228027343,178.14445419311522,170.9289874267578,0.0017103728048435407,0.0017089117829685912,0.0060524032561215906
2020-12-24 00:00:00-05:00,180.7045135498047,180.87319671381312,180.16095507683718,180.76074127114083,1744000,0.782,0.0,0.0,180.3679229736328,178.42835540771483,171.22380889892577,0.0016725201488605457,0.001671123044609454,0.006036120474605858
2020-12-28 00:00:00-05:00,181.84783935546875,182.3726647748464,181.62292847576597,182.36328395483847,3780500,0.0,0.0,0.0,180.62146606445313,178.73862075805664,171.54037719726563,0.006327046199368747,0.006307114471029643,0.006114876734446704
2020-12-29 00:00:00-05:00,181.08872985839844,182.70065783696762,180.70450235306518,182.61631626018934,4606200,0.0,0.0,0.0,180.82772521972657,179.0800003051758,171.84773681640624,-0.0041744213170794575,-0.0041831585374490585,0.005859664782020718
2020-12-30 00:00:00-05:00,181.57608032226562,182.16650002396875,181.44487753300177,181.71664963217992,4314000,0.0,0.0,0.0,181.12398986816407,179.33514251708985,172.21225921630858,0.0026912247065196127,0.002687609845458953,0.005292902954723874
2020-12-31 00:00:00-05:00,182.41014099121094,182.6256853460164,181.1074797425542,181.57606313128008,3746400,0.0,0.0,0.0,181.52546081542968,179.624520111084,172.5820755004883,0.004593450125506715,0.004582932429521416,0.005336934979392653
2021-01-04 00:00:00-05:00,179.81419372558594,183.15050532695236,177.83677115735617,183.11302494605164,8825800,0.0,0.0,0.0,181.34739685058594,179.7663673400879,172.91117309570313,-0.01423137579697431,-0.014333612968412335,0.006404476511387818
2021-01-05 00:00:00-05:00,181.26683044433594,181.7635277857277,179.39249653718736,179.45810508795333,3894000,0.0,0.0,0.0,181.23119506835937,179.8921745300293,173.24617584228517,0.008078543126394555,0.008046086381837986,0.006270877801778151
2021-01-06 00:00:00-05:00,182.8975067138672,184.5188015450579,180.3671587906138,180.40463917686984,6175700,0.0,0.0,0.0,181.59295043945312,180.10931701660155,173.6029656982422,0.008995999243402775,0.008955776292652392,0.006518381303439618
2021-01-07 00:00:00-05:00,185.83078002929688,186.1400467585942,184.0595355251607,184.07828286330786,4830900,0.0,0.0,0.0,182.4438903808594,180.43438644409179,174.0783428955078,0.016037798262710234,0.015910551478753747,0.007291794095262077
2021-01-08 00:00:00-05:00,186.73048400878906,186.92729532786316,184.60311137893385,186.62739508927984,7538700,0.0,0.0,0.0,183.307958984375,180.89264678955078,174.5847817993164,0.004841522913213492,0.004829840433309086,0.006778713645388951
2021-01-11 00:00:00-05:00,185.61524963378906,186.55241641113832,184.82803297282294,185.01546346828675,3858600,0.0,0.0,0.0,184.46817016601562,181.28207778930664,175.17588012695313,-0.005972428020630582,-0.0059903343004372046,0.007039879313663015
2021-01-12 00:00:00-05:00,186.27130126953125,186.4868599680306,184.9405258919907,185.90580672429147,3874100,0.0,0.0,0.0,185.46906433105468,181.72017822265624,175.75060546875,0.003534470562287062,0.0035282390004071694,0.006982896717255341
2021-01-13 00:00:00-05:00,186.47747802734375,187.03978392435369,185.60591961701462,186.24318628692845,3465800,0.0,0.0,0.0,186.18505859375,182.19378967285155,176.36286865234376,0.0011068627126524788,0.0011062505917676987,0.006881018413331768
2021-01-14 00:00:00-05:00,186.2994384765625,187.46153080960968,186.04641365971716,187.01169461296087,4289000,0.0,0.0,0.0,186.27879028320314,182.53715896606445,176.9390899658203,-0.0009547509579421742,-0.0009552070229467943,0.006403180887913133
2021-01-15 00:00:00-05:00,184.6781005859375,185.79333144605252,183.66595865322887,185.5215593465438,3444800,0.0,0.0,0.0,185.86831359863282,182.78686141967773,177.42240173339843,-0.008702859782526828,-0.00874095082843799,0.006828978473018504
2021-01-19 00:00:00-05:00,186.36500549316406,186.53368866679247,185.3997247550948,186.17757497801082,4153700,0.0,0.0,0.0,186.0182647705078,183.05043869018556,177.86944885253905,0.009134298554481779,0.009092833163010468,0.00689886852568717
2021-01-20 00:00:00-05:00,188.71730041503906,189.08279494631287,187.40527243098757,187.50836136545107,5224900,0.0,0.0,0.0,186.50746459960936,183.45729751586913,178.29577758789063,0.0126219775845271,0.01254298443084789,0.007249485125633362
2021-01-21 00:00:00-05:00,188.57672119140625,189.30771021556282,188.16436547520885,189.16714090323723,2960600,0.0,0.0,0.0,186.92731323242188,183.88326187133788,178.72097564697265,-0.0007449196407729453,-0.0007451972312721876,0.007185142860174676
2021-01-22 00:00:00-05:00,188.26744079589844,188.66104914199101,187.39588252241433,187.67702112674422,3045900,0.0,0.0,0.0,187.32091369628907,184.2918960571289,179.1002261352539,-0.001640077277586638,-0.0016414236766585926,0.007225743893060822
2021-01-25 00:00:00-05:00,188.80162048339844,189.26082304067043,185.88703130752944,188.62355651219917,5323200,0.0,0.0,0.0,188.14561767578124,184.7118377685547,179.49576049804688,0.0028373450302492387,0.0028333273647135997,0.007225739147616386
2021-01-26 00:00:00-05:00,188.1174774169922,189.62631645403502,188.07061621956257,189.2045942772281,4046900,0.0,0.0,0.0,188.49611206054686,185.08248596191407,179.8501708984375,-0.00362360802123729,-0.0036301891919819046,0.007346088936022047
2021-01-27 00:00:00-05:00,183.60035705566406,186.57117419008654,182.4195176981121,186.54306032919538,6727700,0.0,0.0,0.0,187.47272338867188,185.17011184692382,180.1478405761719,-0.02401223120441498,-0.02430522461930704,0.009289265546678882
2021-01-28 00:00:00-05:00,185.04360961914062,187.13348789332088,184.37822909912552,184.47193721319513,5310100,0.0,0.0,0.0,186.76610107421874,185.36785583496095,180.42658599853516,0.00786083745490207,0.007830102037828567,0.009358661396683725
2021-01-29 00:00:00-05:00,181.80101013183594,184.8561690451022,180.70452658658365,184.37821907923282,8315700,0.0,0.0,0.0,185.47281494140626,185.37910232543945,180.5986651611328,-0.017523434037947316,-0.01767878696128514,0.010231244357467686
2021-02-01 00:00:00-05:00,184.9030303955078,185.30600529449435,182.30707410425438,183.57225512671482,3900700,0.0,0.0,0.0,184.69309692382814,185.5037467956543,180.84062377929686,0.017062722926689977,0.016918789625486968,0.010878180844626625
2021-02-02 00:00:00-05:00,187.55523681640625,188.33308714460998,186.54309473753995,186.683664067924,3278700,0.0,0.0,0.0,184.58064880371094,185.89079895019532,181.17221618652343,0.014343769354268288,0.014241870745491554,0.010683784261923618
2021-02-03 00:00:00-05:00,187.83636474609375,188.61421502985894,187.04914794084925,188.2018735842781,2905600,0.0,0.0,0.0,185.42785034179687,186.2192756652832,181.49038970947265,0.0014989073856823687,0.00149778514528992,0.0105929937974684
2021-02-04 00:00:00-05:00,190.21678161621094,190.21678161621094,188.39867540094502,188.52051168342155,2746400,0.0,0.0,0.0,186.46248474121094,186.5852394104004,181.87427825927733,0.012672822290480834,0.012593194114857896,0.010754486345857236
2021-02-05 00:00:00-05:00,191.28512573242188,191.45380890088387,190.39482008768852,191.29449225288158,3127200,0.0,0.0,0.0,188.35930786132812,186.85795669555665,182.25153350830078,0.005616455641471507,0.00560074216306618,0.010281573458877931
2021-02-08 00:00:00-05:00,193.00013732910156,193.0376177099133,191.91302038516025,192.29726221362705,3676700,0.0,0.0,0.0,189.97872924804688,187.17143936157225,182.60969940185547,0.008965734215417909,0.008925780651520724,0.010392919430023514
2021-02-09 00:00:00-05:00,193.07513427734375,193.4781091918814,192.35351173964634,192.68152588406312,3384800,0.0,0.0,0.0,191.08270874023438,187.54443359375,182.9706723022461,0.0003885849475553371,0.000388509467977456,0.010241867508931846
2021-02-10 00:00:00-05:00,192.9907684326172,194.1997217139446,191.60376545639485,194.0591524021771,3682400,0.0,0.0,0.0,192.11358947753905,187.8804069519043,183.31763702392578,-0.0004369586225710931,-0.0004370541168090463,0.010249499612804282
2021-02-11 00:00:00-05:00,193.44998168945312,193.93731246107572,191.9505232921988,193.71238726647343,2630000,0.0,0.0,0.0,192.7602294921875,188.22903213500976,183.70141387939452,0.002379457113754535,0.002376630688360531,0.010248766190876944
2021-02-12 00:00:00-05:00,194.4527587890625,194.471491830419,192.86894449251065,192.95328607870968,2416700,0.0,0.0,0.0,193.3937561035156,188.63669815063477,184.0610043334961,0.005183650527396555,0.005170261659876547,0.01025109189994196
2021-02-16 00:00:00-05:00,194.10601806640625,195.29622412118738,193.54372646495906,195.22124904765448,4955700,0.0,0.0,0.0,193.61493225097655,189.10809402465821,184.41067291259765,-0.0017831617551509193,-0.0017847534805574584,0.009977061208775765
2021-02-17 00:00:00-05:00,193.70301818847656,193.8998152186278,192.15668430856047,193.07511811603715,4484000,0.0,0.0,0.0,193.74050903320312,189.47499465942383,184.74518829345703,-0.0020761843550456405,-0.0020783426135962207,0.009901717901378287
2021-02-18 00:00:00-05:00,192.58775329589844,193.14067820668754,191.1913697906575,192.33471428756002,3658900,0.0,0.0,0.0,193.65990600585937,189.66851730346679,185.02192962646484,-0.0057576020394940475,-0.005774240927585029,0.009713120284010843
2021-02-19 00:00:00-05:00,193.0282440185547,194.02163852351498,192.728343783079,193.45933273201317,4921800,0.0,0.0,0.0,193.5755584716797,189.8910934448242,185.3114013671875,0.0022872208389048687,0.0022846091309323864,0.009707117241767458
2021-02-22 00:00:00-05:00,191.19142150878906,192.61591925584185,191.09771339518733,191.8568163255146,4400300,0.0,0.0,0.0,192.923291015625,190.03729248046875,185.54864196777345,-0.009515822511388827,-0.009561387238046004,0.009984694044727075
2021-02-23 00:00:00-05:00,191.16329956054688,191.81931352814706,186.83359307435373,189.82315776245167,5707900,0.0,0.0,0.0,192.33474731445312,190.15537643432617,185.8206024169922,-0.00014708791859108228,-0.000147098737079839,0.009975229913776347
2021-02-24 00:00:00-05:00,193.30938720703125,193.50618421415325,190.03867014076516,190.80715373055855,3722800,0.0,0.0,0.0,192.25602111816406,190.41497192382812,186.13025756835938,0.011226462670490989,0.01116391363933118,0.01018926236152361
2021-02-25 00:00:00-05:00,188.2581329345703,193.4125520204528,187.43342130481787,192.8127656442788,7581100,0.0,0.0,0.0,191.39009704589844,190.64786071777343,186.345234375,-0.02613041376542735,-0.026477879340715618,0.01047444943950372
2021-02-26 00:00:00-05:00,187.5083770751953,189.95438354327567,186.07451269391032,189.29836949628805,6324600,0.0,0.0,0.0,190.28612365722657,190.77109909057617,186.55529693603515,-0.003982594789865401,-0.003990546439649878,0.010418993138190249
2021-03-01 00:00:00-05:00,192.32540893554688,192.91582870943625,190.31050564692643,190.38546642135793,4691800,0.0,0.0,0.0,190.51292114257814,191.2973190307617,186.8131640625,0.025689688831447954,0.0253652534693968,0.010907258721438247
2021-03-02 00:00:00-05:00,190.51663208007812,192.6346381956518,190.40417664032395,192.58777699574406,4859000,0.0,0.0,0.0,190.3835876464844,191.57799911499023,187.02981567382812,-0.009404773219928053,-0.009449277353568071,0.010698830521773457
2021-03-03 00:00:00-05:00,187.77073669433594,190.7509201920155,187.60203923784698,190.45103425830098,4334000,0.0,0.0,0.0,189.2758575439453,191.58877410888672,187.16336120605467,-0.014412890652969468,-0.014517765278844146,0.010820722790245147
2021-03-04 00:00:00-05:00,184.7999267578125,188.59545522308628,182.29769307478793,187.47084360372313,7198800,0.0,0.0,0.0,188.58421630859374,191.43695220947265,187.2477572631836,-0.015821474574920003,-0.015947970108482874,0.01138249427064423
2021-03-05 00:00:00-05:00,188.13626098632812,188.56736406565852,181.91347315011413,186.84296604836936,6614800,0.0,0.0,0.0,188.7097930908203,191.33292617797852,187.40933380126953,0.018053763803099532,0.017892729899874404,0.011773421619022218
2021-03-08 00:00:00-05:00,187.21783447265625,190.14179060677355,187.0304039538083,188.78290147008607,4281400,0.0,0.0,0.0,187.6882781982422,191.12956161499022,187.5517953491211,-0.004881709187037675,-0.004893663650676165,0.011721037196592475
2021-03-09 00:00:00-05:00,190.12303161621094,191.51004883077468,189.03592895348592,189.52324541262672,4116100,0.0,0.0,0.0,187.60955810546875,190.9857063293457,187.74620025634766,0.015517737141538257,0.015398568297916256,0.012099935360062753
2021-03-10 00:00:00-05:00,191.48196411132812,192.3722698818273,190.81656926388285,191.69750851259917,4133800,0.0,0.0,0.0,188.3518035888672,190.90604782104492,187.9617492675781,0.007147647939153234,0.0071222245765677475,0.012225130555545732
2021-03-11 00:00:00-05:00,193.9842071533203,194.77142402028537,192.78463450841153,193.1313817307579,4102700,0.0,0.0,0.0,190.18865966796875,190.9557197570801,188.20447662353516,0.013067774051750192,0.01298312732445719,0.012587275278117479
2021-03-12 00:00:00-05:00,194.36839294433594,194.42463496561865,192.63464290560302,193.20631523838176,4069000,0.0,0.0,0.0,191.43508605957032,191.00164031982422,188.4700698852539,0.001980500354402448,0.0019785417491614537,0.012584175488191705
2021-03-15 00:00:00-04:00,195.72731018066406,195.77415708501508,193.42187334532613,194.67767354260874,3421900,0.0,0.0,0.0,193.13698120117186,191.06536788940429,188.7530944824219,0.006991451725987696,0.006967124848346766,0.012627427413652213
2021-03-16 00:00:00-04:00,194.94009399414062,196.14904737927256,194.33094119080204,195.99909723382422,4599900,0.0,0.0,0.0,194.10039367675782,191.10707168579103,189.00369354248048,-0.004022004828027392,-0.00403011484242789,0.012657709768053704
2021-03-17 00:00:00-04:00,195.68045043945312,196.13965306575608,193.39376092877632,194.28406661858062,3347000,0.0,0.0,0.0,194.94009094238282,191.20594329833983,189.3210186767578,0.003797866463195465,0.0037906727763811223,0.012668049528500584
2021-03-18 00:00:00-04:00,192.1191864013672,195.3430423538632,191.90364204990087,194.41524211054826,3641900,0.0,0.0,0.0,194.56708679199218,191.1825149536133,189.53806579589843,-0.018199385938085122,-0.01836703191336639,0.013286270165807605
2021-03-19 00:00:00-04:00,192.3628692626953,193.19694721659062,190.77906924240156,192.2504138127419,3871000,0.0,0.0,0.0,194.16598205566407,191.1492462158203,189.727373046875,0.0012683941978550717,0.0012675904654956814,0.0132788372117931
2021-03-22 00:00:00-04:00,193.4031219482422,194.23719988865352,192.47533590106187,192.94391933500154,3603900,0.0,0.0,0.0,193.70114440917968,191.25983123779298,189.8788198852539,0.005407762368767166,0.00539319292364431,0.01313979874489343
2021-03-23 00:00:00-04:00,191.20079040527344,193.46873253345677,190.84466241571326,193.23444081401595,4764800,0.0,0.0,0.0,192.95328369140626,191.2617057800293,189.9682260131836,-0.011387259527062543,-0.011452590803145776,0.013413543852080946
2021-03-24 00:00:00-04:00,189.6169891357422,192.9158207763721,189.6169891357422,192.2785398196443,4014500,0.0,0.0,0.0,191.74059143066407,191.07708587646485,190.04826080322266,-0.008283445200065298,-0.008317943574610779,0.013270088719313644
2021-03-25 00:00:00-04:00,191.01986694335938,191.49942392340606,187.58781491580288,188.92302470876976,4976800,0.672,0.0,0.0,191.5207275390625,191.2151725769043,190.1432321166992,0.007398481612915564,0.007371247094721086,0.011966096054224532
