Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA_5,SMA_20,SMA_50,Returns,Log_Returns,Volatility_20
2020-09-28 00:00:00-04:00,139.55747587728786,141.50453395319664,137.70448398617566,141.10948181152344,17600900,0.0,0.0,0.0,,,,,,
2020-09-29 00:00:00-04:00,140.94959665340147,141.35404971811084,139.20947250608094,140.46987915039062,18683800,0.0,0.0,0.0,,,,-0.0045326696188078275,-0.004542973313028051,
2020-09-30 00:00:00-04:00,140.99657923001075,142.94363702573997,139.6703380711256,140.8931121826172,29073700,0.0,0.0,0.0,,,,0.0030129806815981652,0.0030084507520834578,
2020-10-01 00:00:00-04:00,141.85256597009223,143.16000568437167,140.61097546168702,143.1411895751953,25872000,0.0,0.0,0.0,,,,0.015955906983332824,0.015829949576090047,
2020-10-02 00:00:00-04:00,140.53574111842093,144.4580607005856,140.14068889638503,143.77142333984375,29452000,0.0,0.0,0.0,141.87701721191405,,,0.004402881983297746,0.004393217655298303,
2020-10-05 00:00:00-04:00,145.31399188309314,147.9664890643711,145.30457665266357,147.74075317382812,18553600,0.0,0.0,0.0,143.203271484375,,,0.027608614714773827,0.027234369553186644,
2020-10-06 00:00:00-04:00,149.08583088600352,151.44674329339117,147.05412148106734,147.31748962402344,36348000,0.0,0.0,0.0,144.57279357910156,,,-0.002864907215591961,-0.00286901891724249,
2020-10-07 00:00:00-04:00,149.17048891261226,151.02348123266137,149.04822006705513,150.53436279296875,27049700,0.0,0.0,0.0,146.50104370117188,,,0.021836328986838183,0.021601331194101254,
2020-10-08 00:00:00-04:00,152.1145470351934,152.64128321082606,151.04225857694567,152.24623107910156,37278600,0.0,0.0,0.0,148.32205200195312,,,0.011371943617200175,0.01130776913383549,
2020-10-09 00:00:00-04:00,153.64776328042632,153.98638150199562,152.1992241955239,153.03636169433594,25038100,0.0,0.0,0.0,150.17503967285157,,,0.005189820527142341,0.005176399822595706,
2020-10-12 00:00:00-04:00,153.69479500738325,154.48491382609814,152.94232276477942,154.06163024902344,20336200,0.0,0.0,0.0,151.43921508789063,,,0.006699509471711718,0.00667716748949984,
2020-10-13 00:00:00-04:00,152.8670597597947,153.52548009271086,151.88882296304482,153.03636169433594,20106500,0.0,0.0,0.0,152.58298950195314,,,-0.006654924740379986,-0.006677167489499813,
2020-10-14 00:00:00-04:00,153.3279160998742,154.174468660448,151.38087248027395,151.52195739746094,19024900,0.0,0.0,0.0,152.78050842285157,,,-0.009895715502566405,-0.00994500352495039,
2020-10-15 00:00:00-04:00,149.8289061846804,153.4878576453861,149.37741997800254,153.08340454101562,22865100,0.0,0.0,0.0,152.94794311523438,,,0.010305088255023076,0.010252352819172927,
2020-10-16 00:00:00-04:00,153.51608914113314,153.97697622773484,152.6695363562232,152.70716857910156,17637900,0.0,0.0,0.0,152.8821044921875,,,-0.002457718803956066,-0.0024607439524751613,
2020-10-19 00:00:00-04:00,153.20566423838358,154.2873536631091,150.52493569538834,150.8823699951172,18360600,0.0,0.0,0.0,152.24625244140626,,,-0.011949658951597497,-0.012021630054162475,
2020-10-20 00:00:00-04:00,151.96408019484335,152.8012177330068,150.81654140960973,151.2115936279297,18927700,0.0,0.0,0.0,151.881298828125,,,0.002181988742774532,0.002179611662551243,
2020-10-21 00:00:00-04:00,151.31503516353902,151.7853373943973,149.82887839172875,149.91354370117188,17504100,0.0,0.0,0.0,151.5596160888672,,,-0.008584328063837354,-0.008621385636642075,
2020-10-22 00:00:00-04:00,150.6284356264141,152.5566781260554,149.7254488020616,152.500244140625,20673900,0.0,0.0,0.0,151.44298400878907,,,0.017254614730536133,0.017107444365692125,
2020-10-23 00:00:00-04:00,153.38441467285156,153.6289667269267,151.6725072368596,153.38441467285156,20889800,0.0,0.0,0.0,151.57843322753905,149.12814865112304,,0.00579783027370917,0.005781087538953506,
2020-10-26 00:00:00-04:00,151.3620486457635,151.7853177281977,148.03231559780033,150.07342529296875,26509900,0.0,0.0,0.0,151.41664428710936,149.57634582519532,,-0.02158621778454295,-0.021822608224887366,0.012195721177493861
2020-10-27 00:00:00-04:00,149.97937697034394,150.55314626004642,148.5590694150079,148.78480529785156,20523000,0.0,0.0,0.0,150.93128662109376,149.99209213256836,,-0.00858659681153795,-0.00862367403126878,0.012362754551140394
2020-10-28 00:00:00-04:00,145.47389283842912,146.20756318723787,143.95010381572334,144.20407104492188,32338700,0.0,0.0,0.0,149.78939208984374,150.1576400756836,,-0.030787648266632717,-0.03127154586450728,0.014482555156076946
2020-10-29 00:00:00-04:00,143.6961413782878,146.5367563951959,142.66147077445737,145.9253692626953,27203200,0.0,0.0,0.0,148.47441711425782,150.2968490600586,,0.011936543852754555,0.011865865196502743,0.014294587882433674
2020-10-30 00:00:00-04:00,145.1541005326503,146.0570728600695,142.3981217475888,143.9971466064453,31764500,0.0,0.0,0.0,146.59696350097656,150.30813522338866,,-0.013213758964548572,-0.013301837436451197,0.014616948317578942
2020-11-02 00:00:00-05:00,145.57736482999118,146.63083729417477,144.54269412232097,146.56500244140625,25252100,0.0,0.0,0.0,145.89527893066406,150.24934768676758,,0.01783268554604822,0.01767554857525685,0.013791605258421172
2020-11-03 00:00:00-05:00,149.01996691071264,151.65366243184252,148.6719478318174,150.72247314453125,30257400,0.0,0.0,0.0,146.2828125,150.41959686279296,,0.028366053518042778,0.027971186839158137,0.015184655146353329
2020-11-04 00:00:00-05:00,148.3803721672151,152.7071589666516,148.34275429919242,150.89178466796875,45226300,0.0,0.0,0.0,147.62035522460937,150.43746795654297,,0.0011233329702275974,0.0011227025038515364,0.01439258698107906
