Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_5,SMA_20,SMA_50,Returns,Log_Returns,Volatility_20
2020-09-28 00:00:00-04:00,13.000562902438823,13.01202826062995,12.711196429256022,12.995328903198242,573808000,0.0,0.0,,,,,,
2020-09-29 00:00:00-04:00,12.898125538642207,13.401837819468046,12.893888899193668,13.185498237609863,621460000,0.0,0.0,,,,0.014633668437958436,0.014527629552132906,
2020-09-30 00:00:00-04:00,13.117458606533225,13.581043643950114,13.110230837485497,13.489323616027832,689184000,0.0,0.0,,,,0.02304238891415933,0.022780921999765502,
2020-10-01 00:00:00-04:00,13.716127430322551,13.720862273767468,13.41978137543372,13.573063850402832,525004000,0.0,0.0,,,,0.0062078897918573794,0.006188700220901942,
2020-10-02 00:00:00-04:00,13.184751150235252,13.47835426214465,13.011279967523814,13.022496223449707,552496000,0.0,0.0,13.253142166137696,,,-0.04056325329500199,-0.04140888889136309,
2020-10-05 00:00:00-04:00,13.195718950444643,13.602726378961242,13.182508924277144,13.600981712341309,479820000,0.0,0.0,13.374272727966309,,,0.04442201241340493,0.043463634232567334,
2020-10-06 00:00:00-04:00,13.787909140584677,14.098959860943033,13.62341134631283,13.694693565368652,784420000,0.0,0.0,13.476111793518067,,,0.006890080069904991,0.006866451939272593,
2020-10-07 00:00:00-04:00,13.957143700736278,14.076280177605705,13.821307865662993,13.921502113342285,418084000,0.0,0.0,13.562547492980958,,,0.016561783357255333,0.0164261327185519,
2020-10-08 00:00:00-04:00,14.032163682846353,14.041635272370321,13.716129009629332,13.796632766723633,378900000,0.0,0.0,13.607261276245117,,,-0.008969531132633879,-0.009009999547220445,
2020-10-09 00:00:00-04:00,13.725101886390037,13.782177675292244,13.619175436432785,13.720864295959473,346892000,0.0,0.0,13.74693489074707,,,-0.005491808910570328,-0.005506944332456713,
2020-10-12 00:00:00-04:00,13.946926769916578,14.30333889100711,13.87016143335138,14.182706832885742,434744000,0.0,0.0,13.863279914855957,,,0.03365987207251031,0.033105778135315504,
2020-10-13 00:00:00-04:00,14.252992659370426,14.30483445701729,13.97608790145185,14.204889297485352,344604000,0.0,0.0,13.965319061279297,,,0.001564050139439832,0.0015628282868803535,
2020-10-14 00:00:00-04:00,14.247010177633838,14.299101076743241,13.917516320403053,14.05235481262207,276100000,0.0,0.0,13.991489601135253,,,-0.010738167800454779,-0.010796238010225185,
2020-10-15 00:00:00-04:00,13.768718908966557,13.963125149314527,13.725849552912674,13.927484512329102,267224000,0.0,0.0,14.017659950256348,,,-0.008886076530092213,-0.008925793166581776,
2020-10-16 00:00:00-04:00,13.994032098702894,14.078524355779496,13.750525122871887,13.7694673538208,242392000,0.0,0.0,14.027380561828613,,,-0.011345706998878269,-0.011410560538657542,
2020-10-19 00:00:00-04:00,13.860688970694914,13.940943635695207,13.365949052902085,13.456672668457031,298068000,0.0,0.0,13.88217372894287,,,-0.022716542138209395,-0.022978538147333808,
2020-10-20 00:00:00-04:00,13.54216084758087,13.757753145997645,13.4658937231082,13.603972434997559,229212000,0.0,0.0,13.761990356445313,,,0.010946224982183228,0.0108867486950978,
2020-10-21 00:00:00-04:00,13.583535280397424,13.74952866518979,13.436484126487011,13.483590126037598,219596000,0.0,0.0,13.648237419128417,,,-0.008849055636886316,-0.008888441051018459,
2020-10-22 00:00:00-04:00,13.481346730049394,13.570324725736768,13.191481073617357,13.320338249206543,290480000,0.0,0.0,13.526808166503907,,,-0.012107448780707575,-0.012181340975022534,
2020-10-23 00:00:00-04:00,13.40906862611122,13.551883150157146,13.25080215414743,13.5488920211792,233484000,0.0,0.0,13.482693099975586,13.62753767967224,,0.017158255871337902,0.017012715453323633,
2020-10-26 00:00:00-04:00,13.386139072977405,13.651080275581299,12.998821141070835,13.101258277893066,336896000,0.0,0.0,13.411610221862793,13.632834148406982,,-0.03303840215025744,-0.03359649698572334,0.02119107217569754
2020-10-27 00:00:00-04:00,13.265503513673679,13.401090234792415,13.151351943898296,13.355978012084961,250520000,0.0,0.0,13.362011337280274,13.641358137130737,,0.019442387043212994,0.01925579844313199,0.02138484698010892
2020-10-28 00:00:00-04:00,13.15783489461272,13.219646485778258,12.570627630856183,12.58857250213623,376520000,0.0,0.0,13.1830078125,13.596320581436157,,-0.05745782968902424,-0.05917461762539294,0.024358862654296723
2020-10-29 00:00:00-04:00,12.799428893206546,13.152600766199777,12.711198200525546,12.98436450958252,320080000,0.0,0.0,13.115813064575196,13.566885614395142,,0.031440578936104524,0.030956445409460503,0.025496768254726607
2020-10-30 00:00:00-04:00,12.810893624788754,12.897129593543116,12.262567264637163,12.495855331420898,416820000,0.0,0.0,12.905205726623535,13.540553569793701,,-0.03762287925613139,-0.03834888772990922,0.025269584795719353
2020-11-02 00:00:00-05:00,12.619228632831366,12.797683780905018,12.357278590415659,12.542463302612305,299652000,0.0,0.0,12.793446731567382,13.487627649307251,,0.003729874422778501,0.0037229356895571515,0.02288104916358205
2020-11-03 00:00:00-05:00,12.669824999930903,13.06511799350483,12.564396738004714,12.979878425598145,272900000,0.0,0.0,12.71822681427002,13.451886892318726,,0.03487473811422159,0.034280393416500445,0.02437549624429654
2020-11-04 00:00:00-05:00,13.348499763229675,13.785416494085624,13.296408876819303,13.752266883850098,410228000,0.0,0.0,12.950965690612794,13.443425130844116,,0.059506601905353396,0.05780332985862326,0.027785962073296557
2020-11-05 00:00:00-05:00,14.11940004400391,14.295362275225596,13.94842175974404,14.116907119750977,319028000,0.0,0.0,13.177474212646484,13.459438848495484,,0.026514918520748942,0.026169490757262007,0.02832718207058078
2020-11-06 00:00:00-05:00,14.066809828518743,14.544352187106675,13.852714035338233,14.517683982849121,383348000,0.0,0.0,13.58183994293213,13.499279832839965,,0.028389849114854426,0.027994325799675767,0.028892685846840294
