Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_5,SMA_20,SMA_50,Returns,Log_Returns,Volatility_20
2020-09-28 00:00:00-04:00,417.51541145946464,425.0788004396194,414.2074607952053,414.4069519042969,399700,0.0,0.0,,,,,,
2020-09-29 00:00:00-04:00,416.6344078414866,416.6344078414866,406.0124256427283,406.4944763183594,583200,0.0,0.0,,,,-0.01909349143294492,-0.019278126132570506,
2020-09-30 00:00:00-04:00,406.4280280500686,411.2486366419106,391.65033921039117,394.89178466796875,694000,0.0,0.0,,,,-0.02854329474652839,-0.02895857600228394,
2020-10-01 00:00:00-04:00,400.21941177342615,409.3120983204719,394.9333660384924,400.0614929199219,579900,0.0,0.0,,,,0.01309145556497171,0.013006503091649068,
2020-10-02 00:00:00-04:00,389.4394969491006,406.47789059997604,389.4394969491006,403.58551025390625,445400,0.0,0.0,403.88804321289064,,,0.008808689154918836,0.008770118988851947,
2020-10-05 00:00:00-04:00,407.25917056355877,411.12397190520744,404.3418569598477,404.7657470703125,368500,0.0,0.0,401.9598022460938,,,0.002924378567664032,0.0029201108908378267,
2020-10-06 00:00:00-04:00,409.8024540102998,418.0723186110866,399.2885235197644,399.3965759277344,437900,0.0,0.0,400.54022216796875,,,-0.01326488513773727,-0.013353649567135618,
2020-10-07 00:00:00-04:00,406.27013343578335,412.75302473766806,405.18134047821576,406.0124816894531,336500,0.0,0.0,402.7643615722656,,,0.016564753331575366,0.016429054301902904,
2020-10-08 00:00:00-04:00,408.99627326289533,410.59207553971885,401.60744112660626,408.0653991699219,265000,0.0,0.0,404.3651428222656,,,0.005056291550265657,0.005043551435255631,
2020-10-09 00:00:00-04:00,410.50895630023876,410.85802140285637,402.44687645232364,403.1034851074219,198400,0.0,0.0,404.26873779296875,,,-0.012159604986341499,-0.012234137792270009,
2020-10-12 00:00:00-04:00,404.58288991559914,406.1786920915668,400.9840598792458,403.9346008300781,283500,0.0,0.0,404.1025085449219,,,0.0020617924512231767,0.0020596698742086634,
2020-10-13 00:00:00-04:00,398.97271341106574,401.3331514001229,390.0878118606114,393.4539489746094,380200,0.0,0.0,402.9139831542969,,,-0.025946407745043865,-0.026288954004272443,
2020-10-14 00:00:00-04:00,394.4014039674228,406.88513475326647,394.4014039674228,402.04791259765625,426500,0.0,0.0,402.1210693359375,,,0.021842362099665946,0.021607235363728404,
2020-10-15 00:00:00-04:00,398.8480355478354,411.20710089906726,396.47095857143387,408.3562927246094,288400,0.0,0.0,402.179248046875,,,0.015690617782826655,0.015568792727415797,
2020-10-16 00:00:00-04:00,412.20445359244155,413.85841632462194,405.5802577713925,408.9131164550781,474300,0.0,0.0,403.34117431640624,,,0.0013635732824233138,0.001362644460623564,
2020-10-19 00:00:00-04:00,409.195712975654,416.99182105442566,401.33312476493956,402.4053039550781,318600,0.0,0.0,403.0353149414062,,,-0.015914902795041375,-0.016042904769792827,
2020-10-20 00:00:00-04:00,407.2592012916854,414.7062195846965,406.4197405356747,410.0767822265625,397200,0.0,0.0,406.35988159179686,,,0.01906405854019444,0.0188846163866004,
2020-10-21 00:00:00-04:00,408.755194933609,410.34267752532895,399.43811002885406,401.3663635253906,307700,0.0,0.0,406.22357177734375,,,-0.02124094579038971,-0.02146978093103862,
2020-10-22 00:00:00-04:00,402.67955544309604,412.18781194008767,402.67955544309604,409.8107604980469,218100,0.0,0.0,406.51446533203125,,,0.02103912470014957,0.02082085842889466,
2020-10-23 00:00:00-04:00,413.77532958279346,418.80374903250237,409.47002427903254,417.20794677734375,302900,0.0,0.0,408.1734313964844,404.9178466796875,,0.018050249023005227,0.017889277443543915,
2020-10-26 00:00:00-04:00,412.4538039541231,413.235078679935,399.7789011625858,401.607421875,414900,0.0,0.0,408.01385498046875,404.27787017822266,,-0.03739268396694628,-0.038109721858347365,0.018720331948647518
2020-10-27 00:00:00-04:00,401.2832564836512,402.94553878315946,385.33365579071574,385.6661071777344,600100,0.0,0.0,403.1317199707031,403.23645172119143,,-0.03969377513702266,-0.040503061152640886,0.02024937043141027
2020-10-28 00:00:00-04:00,379.67362070181207,387.1788249438205,377.13865011307354,380.779052734375,804800,0.0,0.0,399.0142578125,402.5308151245117,,-0.01267172394048921,-0.01275269499006645,0.019468050913354417
2020-10-29 00:00:00-04:00,379.24141273958475,397.2854804943087,379.2081599906451,396.072021484375,423600,0.0,0.0,396.2665100097656,402.3313415527344,,0.04016231628336997,0.03937677432449741,0.021391925889150353
2020-10-30 00:00:00-04:00,393.9276578273468,400.8427583789226,388.69147865533273,396.79510498046875,363200,0.0,0.0,392.18394165039064,401.9918212890625,,0.001825636391542762,0.0018239719429031425,0.021292483285338677
2020-11-02 00:00:00-05:00,400.9092513628233,411.8803251927638,398.2080425011895,410.9411315917969,363800,0.0,0.0,394.05068359375,402.3005905151367,,0.035650708473393244,0.03502993300489765,0.02278534014176631
2020-11-03 00:00:00-05:00,419.42709097371164,425.91830146322235,417.8977689047108,422.6851501464844,284700,0.0,0.0,401.4544921875,403.4650192260742,,0.028578347728777098,0.028177603902603727,0.0233209146240341
2020-11-04 00:00:00-05:00,424.189534803525,431.61161971286367,418.3466131184942,425.5858459472656,256200,0.0,0.0,410.4158508300781,404.44368743896484,,0.006862544851116814,0.00683910476817607,0.023126105682001942
2020-11-05 00:00:00-05:00,426.1426680165765,433.56480316120826,426.1426680165765,431.603271484375,217800,0.0,0.0,417.5221008300781,405.6205810546875,,0.014139158043933175,0.014040132482610044,0.023265408800576034
2020-11-06 00:00:00-05:00,431.60327295092077,435.3932745958854,428.3368942929236,432.57574462890625,190400,0.0,0.0,424.6782287597656,407.09419403076174,,0.0022531644423979813,0.002250629873881514,0.022990586993486693
2020-11-09 00:00:00-05:00,477.45743715469104,508.37585213474773,472.2212065165751,472.3542175292969,1109500,0.0,0.0,436.9608459472656,410.51517486572266,,0.09195724308240028,0.08797172186970192,0.03027060536121136
2020-11-10 00:00:00-05:00,477.5819543168475,481.8872589382647,469.1874498671323,477.39080810546875,581000,0.0,0.0,447.9019775390625,414.71201782226564,,0.010662740776437474,0.01060629464843949,0.029179149076908058
